index_row(0);index_name(1);WSI_relative_path(2);WSI_name(3);background_R(4);background_G(5);background_B(6);absorption_R(7);absorption_G(8);absorption_B(9);cov_mat_r0c0(10);r0c1(11);r0c2(12);r1c0(13);r1c1(14);r1c2(15);r2c0(16);r2c1(17);r2c2(18);eigen_vector_dominant_element0(19);eigen_vector_dominant_element1(20);eigen_vector_dominant_element2(21);eigen_vector_sub_dominant_element0(22);eigen_vector_sub_dominant_element1(23);eigen_vector_sub_dominant_element2(24);eigen_vector_residual_element0(25);eigen_vector_residual_element1(26);eigen_vector_residual_element2(27);eigen_value_dominant(28);eigen_value_sub_dominant(29);eigen_value_residual(30);H_E_angle_thresh(31);H_exclude_portion(32);E_exclude_portion(33);H_angle_degree(34);E_angle_degree(35);Matrix_RGBabsorption_to_HERes_r0Hc0R(36);r0Hc1G(37);r0Hc2B(38);r1Ec0R(39);r1Ec1G(40);r1Ec2B(41);r2RESc0R(42);r2RESc1G(43);r2RESc2B(44);H_max(45);E_max(46);H_mean_normalized_by_max(47);E_mean_normalized_by_max(48);H_std_normalized_by_max(49);E_std_normalized_by_max(50)
11.0;IMG0011;TCGA-B8-4620-01Z-00-DX1.dc9f48a4-0c88-49c7-ae2e-92d3b5c74b16.svs;TCGA-B8-4620-01Z-00-DX1.dc9f48a4-0c88-49c7-ae2e-92d3b5c74b16;255.0;255.0;255.0;0.12687867388577248;0.22507276905018617;0.13260947759141767;0.019732710582517472;0.025366767477750275;0.01290144206281072;0.025366767477750275;0.03998622487525631;0.021260977670023096;0.01290144206281072;0.021260977670023096;0.012310332323100814;0.5061675838157018;0.7608055505207105;0.4061641187882715;-0.8326094922524779;0.30829674564027865;0.4601244940651217;0.22484619299700268;-0.5710762041308428;0.7895037419608996;0.06821325561741046;0.0032102453804347514;0.0006057667830293592;H_E_angle_thresh;0.01;0.01;-9.561500223353502;23.534296592697498;1.768121079825006;0.03870608174836261;-0.47555337785006163;-1.3496530227592136;0.7881985711522732;0.9545056623514042;0.22484619299700262;-0.5710762041308428;0.7895037419608995;1.3000906122001703;0.7500643693631326;0.06537454246555467;0.08848330350114635;0.07974508342400226;0.07408046801188903
12.0;IMG0012;TCGA-B0-4814-01Z-00-DX1.954b3034-13bf-49f3-ba89-175fd1fc7fbd.svs;TCGA-B0-4814-01Z-00-DX1.954b3034-13bf-49f3-ba89-175fd1fc7fbd;255.0;255.0;255.0;0.1120383304814228;0.1773846348445249;0.11230727242099227;0.01504623086284251;0.0184734471471942;0.009499902189044557;0.0184734471471942;0.024892425124503542;0.013133810953915935;0.009499902189044557;0.013133810953915935;0.007348291689571524;0.558484575629389;0.7334395309378615;0.38750668799610527;-0.7864286554474623;0.31955341982398733;0.5285977504396803;0.2638653987834656;-0.599960053950631;0.7552635202287996;0.045898348890612756;0.0011544683200172027;0.00023413046628760858;H_E_angle_thresh;0.01;0.01;-6.216651597060262;22.720036064274602;1.9450673385765789;-0.023730262081289342;-0.6983962076083898;-1.4908285609543839;0.8207152181213572;1.1728018043660648;0.2638653987834656;-0.5999600539506311;0.7552635202287998;1.1534470475012035;0.5414412676628972;0.05864063745363008;0.10182683201128627;0.07562242224457327;0.07067578044361238
13.0;IMG0013;TCGA-A3-A6NL-01Z-00-DX1.7796AE2F-CC39-4266-A740-DBB04ACA869D.svs;TCGA-A3-A6NL-01Z-00-DX1.7796AE2F-CC39-4266-A740-DBB04ACA869D;255.0;255.0;255.0;0.15471361671968156;0.22178804148787765;0.13483638960834;0.018149147387655915;0.024974798270557756;0.012846719375507352;0.024974798270557756;0.03632986741094232;0.018902889265016983;0.012846719375507352;0.018902889265016983;0.010748924369732382;0.52494854031046;0.7532069213355505;0.39636897416187783;-0.6533019654990008;0.058077290072601206;0.7548665910298094;0.5455507051604461;-0.6552147449730088;0.5225591507847652;0.06368357611932166;0.0010850201489528894;0.0004593429000560465;H_E_angle_thresh;0.01;0.01;-9.155284194275737;16.808481970801946;1.7752106854399188;0.3705127205866726;-1.388746216446147;-1.2824372291904753;0.40470457310105146;1.846303785731765;0.5455507051604458;-0.6552147449730088;0.5225591507847656;0.9024113561046723;0.7007369871597403;0.09395439738985234;0.10010679603359694;0.09944755909849551;0.08107876306055457
14.0;IMG0014;TCGA-DV-5567-01Z-00-DX1.646edc51-54e3-4999-8554-07f724b906a6.svs;TCGA-DV-5567-01Z-00-DX1.646edc51-54e3-4999-8554-07f724b906a6;255.0;255.0;255.0;0.10335770383272704;0.30121593170666816;0.17814562774748618;0.005750340870856077;0.008110205166380747;0.00418544020433521;0.008110205166380747;0.01670995587037164;0.009749399200579498;0.00418544020433521;0.009749399200579498;0.006543858593608273;0.4004153595288216;0.7884984167211978;0.4668380732990503;-0.8448215476466442;0.12035544400731901;0.5213358991377149;0.3548860274585815;-0.6031457650733907;0.7143326211147724;0.02660070681011418;0.002012122326594506;0.0003913261981273062;H_E_angle_thresh;0.01;0.01;-7.896179971285159;17.193844956345853;2.1824065955204683;0.27852831564764496;-0.8490616486214142;-1.8436934531063272;0.5365911236581948;1.369031289245272;0.35488602745858194;-0.6031457650733907;0.7143326211147724;0.9625730477304719;0.6492971349194857;0.08218029822790382;0.16553038681480145;0.07106702017437537;0.07497955701861664
15.0;IMG0015;TCGA-B8-5551-01Z-00-DX1.eafbba65-d1ae-49e2-9253-5de17ebcb713.svs;TCGA-B8-5551-01Z-00-DX1.eafbba65-d1ae-49e2-9253-5de17ebcb713;255.0;255.0;255.0;0.2041271939452075;0.3568119875658255;0.1926949198996105;0.02175281185869535;0.025336843627116353;0.01263418642785927;0.025336843627116353;0.03643104468895018;0.01866105244858693;0.01263418642785927;0.01866105244858693;0.010415684467332882;0.549551382866842;0.7427142916386897;0.3825817018426004;-0.8229057865991669;0.402116454645405;0.4014080508472845;0.14428909858595623;-0.535423045730242;0.8321675421032735;0.06479090647408443;0.003208980805624572;0.0005996537352693961;H_E_angle_thresh;0.01;0.01;-5.330877131782472;23.683823249302804;2.0088205534042145;-0.14413067836073346;-0.4410431494781344;-1.5839905194445234;0.9677274045908069;0.8972906065703253;0.14428909858595632;-0.5354230457302421;0.8321675421032735;1.195160800065316;0.7567779713741497;0.11447855992046932;0.12874617629927015;0.09067944974909792;0.06376580179512324
16.0;IMG0016;TCGA-CJ-4871-01Z-00-DX1.B944523E-7380-4C02-A3C4-B337A41AEDD9.svs;TCGA-CJ-4871-01Z-00-DX1.B944523E-7380-4C02-A3C4-B337A41AEDD9;255.0;255.0;255.0;0.15634415212585617;0.2740555384944076;0.14338801095946657;0.01846315959064876;0.022778809192889774;0.011720456532817903;0.022778809192889774;0.03224356229077965;0.016440141354853055;0.011720456532817903;0.016440141354853055;0.008997176564042982;0.5481984822034153;0.7430066384155826;0.383952548344515;-0.8354931324141331;0.4657634154432324;0.29157446137046167;0.037810710105626776;-0.48063039448731304;0.8761077411461893;0.05754554725604474;0.0016743659719005712;0.0004839852175260482;H_E_angle_thresh;0.01;0.01;-6.610457380302251;24.49774150270968;1.9115134121288802;-0.2240197251136977;-0.20539296697451762;-1.4842197505506252;1.0610558010233522;0.6461477788101877;0.0378107101056269;-0.4806303944873132;0.8761077411461892;1.094710013011691;0.42918190606033935;0.09500653407083827;0.17636925404482828;0.08968494797153735;0.09508449345167465
17.0;IMG0017;TCGA-AK-3461-01Z-00-DX1.C63E8820-0A22-4567-B986-2958B4B73EA9.svs;TCGA-AK-3461-01Z-00-DX1.C63E8820-0A22-4567-B986-2958B4B73EA9;255.0;255.0;255.0;0.0945282104973273;0.1638649810628405;0.1126495283917595;0.01647250129663201;0.018962238272196195;0.011744011630136341;0.018962238272196195;0.028096940719470796;0.018042732394770656;0.011744011630136341;0.018042732394770656;0.012022974951793471;0.5178759073282266;0.7200102620170677;0.46194130276376005;-0.845711454115039;0.3496429797623003;0.40314007873388963;0.12875046014516917;-0.5994455849308206;0.7899926010535503;0.05331153919920126;0.0030347085241902434;0.0002461692445047789;H_E_angle_thresh;0.01;0.01;-11.205266872420907;27.524567311629646;1.5812591785669148;0.03623389106054523;-0.230214309077847;-1.1651165152142235;0.7718281866888367;0.7755493981529334;0.128750460145169;-0.5994455849308203;0.7899926010535501;1.2179698804627321;0.721189328346583;0.05315301104123191;0.07189825324771548;0.07340395684335536;0.06403775604597235
18.0;IMG0018;TCGA-B0-4813-01Z-00-DX1.8ea2278c-1446-4820-986d-79e4c0080b88.svs;TCGA-B0-4813-01Z-00-DX1.8ea2278c-1446-4820-986d-79e4c0080b88;255.0;255.0;255.0;0.14478267046633836;0.2946745033467924;0.1834240263116388;0.01997261976095448;0.02673640264661603;0.012783292644216328;0.02673640264661603;0.042057903050379306;0.02237983610577944;0.012783292644216328;0.02237983610577944;0.014370801679600935;0.4980120340365545;0.7638370321557528;0.4105325836791345;-0.70253781577559;0.07785961790588253;0.7073743685664711;0.5083548282056907;-0.6406956127577603;0.5753994268618289;0.07151798583816214;0.004138227067992745;0.0007451115847798587;H_E_angle_thresh;0.01;0.01;-6.1114992806687924;25.451508960686617;1.620781552061227;0.49280806023504786;-0.8831989425231268;-1.233245260405208;0.3032615388653442;1.4272251267903437;0.5083548282056903;-0.64069561275776;0.5753994268618289;1.3568475037178584;0.9673164629082595;0.08028873734009287;0.08921500203656658;0.08777337187448281;0.0501070521678562
19.0;IMG0019;TCGA-BP-4807-01Z-00-DX1.c985d6a4-5104-4b37-b7ab-2d357b89bac5.svs;TCGA-BP-4807-01Z-00-DX1.c985d6a4-5104-4b37-b7ab-2d357b89bac5;255.0;255.0;255.0;0.20141927967984488;0.3920878274072538;0.22947287380434575;0.019074022844549114;0.026230508709173168;0.012206629769098795;0.026230508709173168;0.04314935419673388;0.0223412430245817;0.012206629769098795;0.0223412430245817;0.014340387388670958;0.4841149930551672;0.7743523358300927;0.40744463856292734;-0.6978083981589649;0.06072686058667437;0.7137056030760204;0.5279167670741427;-0.6298338736506365;0.5697483467674298;0.07130372427092158;0.004306593083647384;0.0009534470753850071;H_E_angle_thresh;0.01;0.01;-9.33756611309945;24.724490800872438;1.4931937446450585;0.4797742962668726;-0.853190559569989;-1.0891348155868237;0.33130628526746786;1.375415051598528;0.5279167670741426;-0.6298338736506364;0.5697483467674298;1.0971191066892527;0.7316263759463304;0.13357145023864866;0.15455214817684954;0.09877481850548916;0.08477443286750183
20.0;IMG0020;TCGA-AK-3451-01Z-00-DX1.1CC3099A-F2E1-43D6-B9AC-8DC640ABB014.svs;TCGA-AK-3451-01Z-00-DX1.1CC3099A-F2E1-43D6-B9AC-8DC640ABB014;255.0;255.0;255.0;0.11467817759928946;0.20487580317267734;0.1354425272194624;0.01831324534023093;0.023645771676806773;0.014148772143423433;0.023645771676806773;0.035591590900608004;0.021887041166911123;0.014148772143423433;0.021887041166911123;0.013897486892985802;0.5056782080608678;0.7348895572616545;0.4519146916400482;-0.8457594420802765;0.31891712212407203;0.427764930011986;0.1702366471251393;-0.5985225207491108;0.7828092207758675;0.06532153697714857;0.002240838337807014;0.00023994781886913823;H_E_angle_thresh;0.01;0.01;-7.859201696701345;24.325016210786988;1.837948919462138;0.022726716995555996;-0.382320240677985;-1.4431223330374225;0.781779988712987;0.911569789860358;0.17023664712513933;-0.5985225207491107;0.7828092207758678;1.2807749254329672;0.7060833480753546;0.06388568520071729;0.08365760238076145;0.08076675981591944;0.05885426931991069
21.0;IMG0021;TCGA-CZ-4859-01Z-00-DX1.ef46368c-c76e-4fc9-a620-65b7f63fb083.svs;TCGA-CZ-4859-01Z-00-DX1.ef46368c-c76e-4fc9-a620-65b7f63fb083;255.0;255.0;255.0;0.11358425613167106;0.23300152738371327;0.15057027089339542;0.02172282586257928;0.030532362989245273;0.018010942551764976;0.030532362989245273;0.05022027594674039;0.030545506246767915;0.018010942551764976;0.030545506246767915;0.019185008448022577;0.4719472064662815;0.7531709408206416;0.45825688015786786;-0.8599837578842696;0.27881984481105837;0.4274195015611554;0.19414883590668863;-0.5958129136254826;0.7793030228821077;0.08793728051428673;0.002872171242797682;0.0003186585002578386;H_E_angle_thresh;0.01;0.01;-8.639403199777005;23.756755320355293;1.8239877808360607;0.09000989527047776;-0.3855958947647715;-1.4546014776663887;0.7256729955839023;0.917197167786921;0.19414883590668863;-0.5958129136254826;0.7793030228821076;1.4097266195329512;0.7224073843959353;0.060327107990464576;0.09825876550144325;0.08343714590514674;0.08183948077812087
22.0;IMG0022;TCGA-B2-5633-01Z-00-DX1.c55a29ca-468e-46de-9ff5-a51f46fe09fd.svs;TCGA-B2-5633-01Z-00-DX1.c55a29ca-468e-46de-9ff5-a51f46fe09fd;255.0;255.0;255.0;0.17528509947007584;0.3025972645299894;0.2273867927862913;0.022253775513351094;0.03134554273153711;0.02092259542934431;0.03134554273153711;0.05644268226830137;0.04466099202346421;0.02092259542934431;0.04466099202346421;0.043778807571246976;0.38894208489326165;0.7069568041324922;0.5907081611842312;-0.7008398470230911;-0.18911800382749394;0.6877920393934162;0.5979528103651102;-0.6815030870943115;0.4219075477606319;0.11100501619235527;0.010179136570631886;0.001291112589912255;H_E_angle_thresh;0.01;0.01;-18.601687895134088;15.779265398159618;1.3816285481950417;0.6627242915843845;-0.8876352761511036;-0.9565552061108967;0.0819417377066465;1.4880473798220146;0.5979528103651099;-0.6815030870943117;0.42190754776063183;1.3075300120443225;1.449666734720339;0.09211295895512833;0.06742508045431746;0.08514038545771149;0.06209578973491449
23.0;IMG0023;TCGA-CZ-5985-01Z-00-DX1.d04f9dbf-987e-4640-847c-9d263b15b4bc.svs;TCGA-CZ-5985-01Z-00-DX1.d04f9dbf-987e-4640-847c-9d263b15b4bc;255.0;255.0;255.0;0.1586159444987693;0.39423874752358073;0.32337243458596254;0.024904163031295525;0.035884409286509523;0.02386457711787994;0.035884409286509523;0.07001139332048625;0.05918075270003072;0.02386457711787994;0.05918075270003072;0.07150958427205496;0.33316570488109726;0.6778897779675302;0.6553366020742424;-0.6313861419777235;-0.3557951538167345;0.6890292796674266;0.7002514925436204;-0.6433313745245592;0.3094714683824236;0.1448595021811072;0.019082221092769497;0.002483417349959996;H_E_angle_thresh;0.01;0.01;-21.875950712710612;20.00848012045026;1.0593777327874019;0.8481734933344774;-0.63390082541396;-0.6916774011809224;-0.11622411384283576;1.3234742309688314;0.7002514925436201;-0.6433313745245591;0.3094714683824236;1.4487440080111489;1.4202719455416728;0.10265133126227005;0.09591260733000541;0.08990401166907808;0.07493302168172467
24.0;IMG0024;TCGA-B4-5843-01Z-00-DX1.6e020ad3-b4fc-4280-ab98-865eb075fe29.svs;TCGA-B4-5843-01Z-00-DX1.6e020ad3-b4fc-4280-ab98-865eb075fe29;255.0;255.0;255.0;0.18688636692474067;0.3562419068406253;0.22493850935978094;0.034433977202647605;0.04352315870860758;0.022197215375976107;0.04352315870860758;0.0676336354965385;0.04050194363462796;0.022197215375976107;0.04050194363462796;0.03306094718216606;0.4878783240106552;0.7408787552658105;0.4615987553669714;-0.6441246291529392;-0.05133873354181587;0.7631957786550649;0.5891334340191045;-0.6696738045004491;0.4521711982056709;0.12152862467566113;0.011602375119146092;0.0019975600865449485;H_E_angle_thresh;0.01;0.01;-11.45336181856692;26.3336103502661;1.2953605029546664;0.6114672506473356;-0.7821298276700602;-0.8721984301472853;0.15798224996564528;1.3703611223705883;0.5891334340191042;-0.6696738045004487;0.45217119820567075;1.498438601805539;1.2587392527771906;0.0947600921693358;0.0800502923195748;0.09296328231542245;0.06489241193297479
25.0;IMG0025;TCGA-A3-3351-01Z-00-DX1.bbfb3f8b-ef35-423a-b13f-7ccf6438b01f.svs;TCGA-A3-3351-01Z-00-DX1.bbfb3f8b-ef35-423a-b13f-7ccf6438b01f;255.0;255.0;255.0;0.09937194157006728;0.19239834977812356;0.11815998608283584;0.006798431551259818;0.011405301859919748;0.0068385084378184725;0.011405301859919748;0.02108608334599128;0.01287860648294541;0.0068385084378184725;0.01287860648294541;0.010772731000771488;0.4156295213547593;0.7582308872548683;0.5023325816539377;-0.3454548654148581;-0.37930721051232613;0.858362962862774;0.8413756812147686;-0.5302942217920672;0.10428327475837183;0.03587013393539985;0.0023295145225279332;0.00045759744009482605;H_E_angle_thresh;0.01;0.01;-11.232479223981498;13.39185462333262;1.0375801771369904;1.3070559246671778;-1.724826194423319;-0.6189044411441695;-0.5384287565390693;2.255447845113658;0.8413756812147686;-0.5302942217920668;0.10428327475837199;0.698194851389192;2.042291877565415;0.10797581812720566;0.024827290092386628;0.10721945838096107;0.023068808217081575
